collectioncode,catalognumber,scientificname,longitude,latitude
FMNH-SEEDPLANTS,V0119707F,Cambessedesia gracilis,-41.900000,-13.250000
US,,Cambessedesia gracilis,-41.88,-13.3
CEPEC,12248,Cambessedesia harleyi,-41.333333,-10.366667
CEPEC,19687,Cambessedesia harleyi,-41.333333,-11.633333
CEPEC,32153,Cambessedesia harleyi,-41.283333,-11.633333
CEPEC,79831,Cambessedesia harleyi,-41.306389,-10.498333
US,2754312,Cambessedesia harleyi,-41.33,-10.37
NL-BOTANY,U 0003969,Cambessedesia harleyi,-41.033333,-11.633333
IPA,44081,Cambessedesia harleyi,-41.95,-13.55
HUEFS,106661,Cambessedesia harleyi,-41.208889,-11.589167
HUEFS,119851,Cambessedesia harleyi,-41.194167,-11.44
HUEFS,121470,Cambessedesia harleyi,-41.194167,-11.44
HUEFS,121927,Cambessedesia harleyi,-41.193889,-11.438056
HUEFS,161937,Cambessedesia harleyi,-41.313333,-10.341944
HUEFS,36948,Cambessedesia harleyi,-41.216667,-10.35
HUEFS,62194,Cambessedesia harleyi,-41.306389,-10.498333
HUEFS,83721,Cambessedesia harleyi,-41.200278,-11.438333
NYBG,477730,Cambessedesia harleyi,-41.1558,-11.5503
NYBG,3107415,Cambessedesia harleyi,-41.30042,-13.69864
NYBG,477726,Cambessedesia harleyi,-41.1558,-11.5503
NYBG,477727,Cambessedesia harleyi,-41.1558,-11.5503
NYBG,477728,Cambessedesia harleyi,-41.1558,-11.5503
EAC,35845,Cambessedesia harleyi,-41.200278,-11.438333
EAC*,3760,Cambessedesia harleyi,-41.1561012268066,-11.5500001907349
ALCB,037044,Cambessedesia harleyi,-41.316667,-13.683333
ALCB,037045,Cambessedesia harleyi,-41.866667,-13.45
ALCB,69482,Cambessedesia harleyi,-41.002222,-11.638611
HUFU*,62523,Cambessedesia harleyi,-41.1561012268066,-11.5500001907349
UEC,122350,Cambessedesia harleyi,-41.022694,-11.487278
HST,17929,Cambessedesia harleyi,-41.873333,-13.459167
SPF*,37160,Cambessedesia harleyi,-41.7728004455566,-13.1519002914429
SPF*,49640,Cambessedesia harleyi,-41.7703018188477,-12.4186000823975
UPCB*,74652,Cambessedesia harleyi,-41.1561012268066,-11.5500001907349
NL-BOTANY,U.1385066,Cambessedesia harleyi,-41.95,-13.959278
SPF,67171,Cambessedesia harleyi,-41.3,-13.416667
SPF,140483,Cambessedesia harleyi,-41.318083,-13.691611
CEPEC,16865,Cambessedesia hermogenesii,-41.95,-13.55
CEPEC,74724,Cambessedesia hermogenesii,-41.886389,-13.060833
HUEFS,111841,Cambessedesia hermogenesii,-41.956667,-13.524167
HUEFS,113499,Cambessedesia hermogenesii,-41.858056,-13.303056
HUEFS,14526,Cambessedesia hermogenesii,-42.483333,-13.9
HUEFS,28714,Cambessedesia hermogenesii,-41.886389,-13.060556
HUEFS*,46393,Cambessedesia hermogenesii,-41.6636009216309,-13.2496995925903
HUEFS,72746,Cambessedesia hermogenesii,-41.8775,-13.291667
HUEFS,75460,Cambessedesia hermogenesii,-41.85,-13.316667
ICN,196543,Cambessedesia hermogenesii,-41.883333,-13.05
UEC,154902,Cambessedesia hermogenesii,-41.886444,-13.060722
SPF,124020,Cambessedesia hermogenesii,-41.886444,-13.060722
B*,B 10 0217352,Cambessedesia hilariana,-43.460000,-17.989444
B*,B 10 0217353,Cambessedesia hilariana,-43.440833,-18.613889
B*,B 10 0217354,Cambessedesia hilariana,-43.699722,-19.827222
B*,B 10 0217355,Cambessedesia hilariana,-43.546389,-20.418611
BHZB,8864,Cambessedesia hilariana,-43.709444,-19.0425
BHZB*,8862,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
BHZB*,8863,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
BHZB,8621,Cambessedesia hilariana,-43.719722,-19.018889
SORO*,7876,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
FMNH-SEEDPLANTS*,V0119672F,Cambessedesia hilariana,-43.532222,-18.180833
FMNH-SEEDPLANTS*,V0119673F,Cambessedesia hilariana,-49.770000,-15.844167
FMNH-SEEDPLANTS*,V0119674F,Cambessedesia hilariana,-48.783333,-15.819167
FMNH-SEEDPLANTS*,V0119675F,Cambessedesia hilariana,-43.861667,-18.760556
FMNH-SEEDPLANTS*,V0119676F,Cambessedesia hilariana,-43.439167,-18.241667
FMNH-SEEDPLANTS*,V0119677F,Cambessedesia hilariana,-43.648056,-19.142222
FMNH-SEEDPLANTS*,V0119678F,Cambessedesia hilariana,-43.510000,-18.046389
FMNH-SEEDPLANTS*,V0119679F,Cambessedesia hilariana,-42.871111,-16.577222
FMNH-SEEDPLANTS*,V0119680F,Cambessedesia hilariana,-43.498889,-20.123889
FMNH-SEEDPLANTS*,V0119681F,Cambessedesia hilariana,-43.605833,-19.325833
FMNH-SEEDPLANTS*,V0119682F,Cambessedesia hilariana,-43.617500,-19.951111
FMNH-SEEDPLANTS*,V0119684F,Cambessedesia hilariana,-44.569167,-18.371389
FMNH-SEEDPLANTS*,V0119685F,Cambessedesia hilariana,-43.675278,-19.820556
FMNH-SEEDPLANTS*,V0119686F,Cambessedesia hilariana,-43.487222,-20.434167
FMNH-SEEDPLANTS*,V0119687F,Cambessedesia hilariana,-47.911944,-15.609444
FMNH-SEEDPLANTS*,V0119688F,Cambessedesia hilariana,-43.683333,-20.466667
FMNH-SEEDPLANTS*,V0119689F,Cambessedesia hilariana,-43.920556,-19.967222
FMNH-SEEDPLANTS*,V0119690F,Cambessedesia hilariana,-48.047222,-15.526944
FMNH-SEEDPLANTS*,V0119691F,Cambessedesia hilariana,-43.460000,-17.989444
FMNH-SEEDPLANTS*,V0119692F,Cambessedesia hilariana,-43.768333,-18.260833
FMNH-SEEDPLANTS*,V0119693F,Cambessedesia hilariana,-47.928611,-19.693611
FMNH-SEEDPLANTS*,V0119694F,Cambessedesia hilariana,-43.498889,-19.325833
FMNH-SEEDPLANTS*,V0119696F,Cambessedesia hilariana,-47.778056,-15.471944
FMNH-SEEDPLANTS*,V0119697F,Cambessedesia hilariana,-43.603889,-19.328333
FMNH-SEEDPLANTS*,V0119700F,Cambessedesia hilariana,-43.672778,-20.508889
FMNH-SEEDPLANTS*,V0119702F,Cambessedesia hilariana,-43.985556,-20.266667
FMNH-SEEDPLANTS*,V0119703F,Cambessedesia hilariana,-43.606667,-19.355833
FMNH-SEEDPLANTS*,V0119704F,Cambessedesia hilariana,-43.495556,-20.376389
FMNH-SEEDPLANTS*,V0119705F,Cambessedesia hilariana,-44.026667,-18.530278
FMNH-SEEDPLANTS*,V0119708F,Cambessedesia hilariana,-43.566667,-18.116389
FMNH-SEEDPLANTS*,V0119710F,Cambessedesia hilariana,-42.969167,-16.563333
FMNH-SEEDPLANTS*,V0119711F,Cambessedesia hilariana,-43.444167,-18.507222
FMNH-SEEDPLANTS*,V0119715F,Cambessedesia hilariana,-47.788611,-15.693611
FMNH-SEEDPLANTS*,V0119719F,Cambessedesia hilariana,-47.676111,-14.035278
FMNH-SEEDPLANTS*,V0119720F,Cambessedesia hilariana,-47.517500,-13.956944
FMNH-SEEDPLANTS*,V0119721F,Cambessedesia hilariana,-47.317778,-13.818611
FMNH-SEEDPLANTS*,V0119723F,Cambessedesia hilariana,-47.388333,-13.908611
FMNH-SEEDPLANTS*,V0119724F,Cambessedesia hilariana,-46.721389,-21.008889
FMNH-SEEDPLANTS*,V0119726F,Cambessedesia hilariana,-42.978056,-16.284722
FMNH-SEEDPLANTS*,V0119731F,Cambessedesia hilariana,-48.827500,-15.784167
FMNH-SEEDPLANTS*,V0119735F,Cambessedesia hilariana,-46.889167,-17.165556
FMNH-SEEDPLANTS*,V0181984F,Cambessedesia hilariana,-47.457778,-19.747222
CEPEC*,124666,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
CEPEC*,124757,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
CEPEC*,124865,Cambessedesia hilariana,-39.2658004760742,-17.7318992614746
CEPEC*,132599,Cambessedesia hilariana,-43.6557998657227,-18.4456005096436
CEPEC*,132874,Cambessedesia hilariana,-46.8539009094238,-20.343900680542
CEN,106026,Cambessedesia hilariana,-42.463055,-15.486111
CEN,106132,Cambessedesia hilariana,-41.780555,-15.755
CEN,108967,Cambessedesia hilariana,-46.415833,-10.852222
CEN,112762,Cambessedesia hilariana,-47.500833,-13.983888
CEN,113905,Cambessedesia hilariana,-47.265555,-15.866666
CEN,23621,Cambessedesia hilariana,-48.616666,-17.733333
CEN*,31090,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
CEN*,37438,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
CEN*,46902,Cambessedesia hilariana,-47.4700012207031,-20.25
CEN*,57745,Cambessedesia hilariana,-48.000000,-15.866667
CEN*,57905,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
CEN,61512,Cambessedesia hilariana,-42.468888,-15.393333
CEN,61761,Cambessedesia hilariana,-42.440555,-15.438055
CEN,64166,Cambessedesia hilariana,-47.736666,-15.720277
CEN*,64661,Cambessedesia hilariana,-46.4211006164551,-10.5474996566772
CEN,72851,Cambessedesia hilariana,-42.441388,-15.442222
CEN*,74861,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
CEN*,74963,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
CEN,78658,Cambessedesia hilariana,-48.666666,-17.778888
CEN,84786,Cambessedesia hilariana,-48.015,-15.904166
UNOP*,7621,Cambessedesia hilariana,-43.8897018432617,-19.6271991729736
UNOP*,7668,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
UNOP*,7622,Cambessedesia hilariana,-43.8897018432617,-19.6271991729736
ESA*,8911,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
ESA*,101202,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
ESA*,41105,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
ESA*,57344,Cambessedesia hilariana,-47.2647018432617,-13.7763996124268
ESA*,48748,Cambessedesia hilariana,-47.122200012207,-20.4622001647949
ESA*,8912,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
ESA*,77546,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
ESA*,31561,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
ESA*,40137,Cambessedesia hilariana,-50.670556,-21.387222
ESA*,27580,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
ESA*,94992,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
ESA*,121683,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
ESA,94578,Cambessedesia hilariana,-49.151389,-24.269722
RFA*,11925,Cambessedesia hilariana,-43.701944,-19.823611
RFA*,11944,Cambessedesia hilariana,-49.4636001586914,-24.1128005981445
RFA*,15226,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
RFA*,19930,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
RFA*,4971,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UB*,2350,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UB,19533,Cambessedesia hilariana,-41.633333,-18.233333
UB*,19589,Cambessedesia hilariana,-49.851944,-15.669444
UB*,181830,Cambessedesia hilariana,-43.716944,-18.426389
UB,181831,Cambessedesia hilariana,-47.509167,-14.0725
UB,190404,Cambessedesia hilariana,-43.6,-19.316667
UB*,19537,Cambessedesia hilariana,-43.656667,-19.216667
UB*,19615,Cambessedesia hilariana,-47.721944,-14.047222
HDJF,314,Cambessedesia hilariana,-43.590278,-18.201944
HDJF,7275,Cambessedesia hilariana,-43.758256,-17.922833
HDJF,7303,Cambessedesia hilariana,-43.816206,-17.904258
HDJF*,1660,Cambessedesia hilariana,-43.611111,-18.029722
HDJF,4661,Cambessedesia hilariana,-43.419111,-18.927333
OUPR*,11292,Cambessedesia hilariana,-45.380833,-21.036111
OUPR*,17801,Cambessedesia hilariana,-47.9319000244141,-19.7483005523682
OUPR*,6080,Cambessedesia hilariana,-43.603889,-19.327222
OUPR*,6081,Cambessedesia hilariana,-43.607500,-19.308611
HUEG*,97,Cambessedesia hilariana,-48.625,-17.74169921875
FLOR*,41177,Cambessedesia hilariana,-37.3567008972168,-9.16666984558105
FLOR*,41178,Cambessedesia hilariana,-43.8897018432617,-19.6271991729736
NL-BOTANY,U.1385067,Cambessedesia hilariana,-42.733333,-11.116667
NL-BOTANY,U.1385069,Cambessedesia hilariana,-43.600833,-19.331389
NL-BOTANY,U.1385072,Cambessedesia hilariana,-41.45,-13.583333
NL-BOTANY,U.1385073,Cambessedesia hilariana,-41.983333,-13.5
NL-BOTANY*,U.1385074,Cambessedesia hilariana,-42.805000,-16.553056
NL-BOTANY*,U.1385075,Cambessedesia hilariana,-47.744722,-15.865556
NL-BOTANY*,U.1385076,Cambessedesia hilariana,-47.728056,-15.781944
NL-BOTANY*,U.1385077,Cambessedesia hilariana,-46.390833,-14.174722
NL-BOTANY*,U.1385081,Cambessedesia hilariana,-43.583333,-19.300000
FURB*,5953,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
VIC*,033043,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033044,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033045,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033046,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033047,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033048,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033049,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033050,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033051,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033052,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,033053,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,45236,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
MBM*,105166,Cambessedesia hilariana,-48.1699981689453,-21.7900009155273
MBM*,101884,Cambessedesia hilariana,-39.2658004760742,-17.7318992614746
MBM*,137955,Cambessedesia hilariana,-49.4636001586914,-24.1128005981445
MBM*,176786,Cambessedesia hilariana,-41.1561012268066,-11.5500001907349
MBM*,178341,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
MBM*,178342,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
MBM*,178343,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
MBM*,187850,Cambessedesia hilariana,-44.7308006286621,-17.5981006622314
MBM*,189434,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
MBM*,189435,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
MBM*,191119,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,19162,Cambessedesia hilariana,-42.860278,-16.585556
MBM*,19183,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
MBM*,197906,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,200518,Cambessedesia hilariana,-47.9463996887207,-18.1658000946045
MBM*,20123,Cambessedesia hilariana,-43.3793983459473,-18.604700088501
MBM*,20129,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
MBM*,20139,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
MBM*,20167,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
MBM*,205784,Cambessedesia hilariana,-44.4564018249512,-18.3808002471924
MBM*,205808,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
MBM*,217018,Cambessedesia hilariana,-41.3708000183105,-13.0052995681763
MBM*,224877,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
MBM*,226282,Cambessedesia hilariana,-43.801399230957,-20.2532997131348
MBM*,227400,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
MBM*,241336,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,242427,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,245457,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
MBM*,254577,Cambessedesia hilariana,-41.6636009216309,-13.2496995925903
MBM*,258929,Cambessedesia hilariana,-44.9622001647949,-17.3511009216309
MBM*,259797,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
MBM*,259798,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
MBM*,270794,Cambessedesia hilariana,-46.4211006164551,-10.5474996566772
MBM*,270795,Cambessedesia hilariana,-47.6136016845703,-16.7686004638672
MBM*,271883,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
MBM*,271887,Cambessedesia hilariana,-43.897500,-19.985556
MBM*,272916,Cambessedesia hilariana,-41.3264007568359,-10.7327995300293
MBM*,282687,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
MBM*,295973,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,295987,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
MBM*,297963,Cambessedesia hilariana,-47.8199996948242,-22.25
MBM*,299326,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
MBM*,315651,Cambessedesia hilariana,-46.105598449707,-15.9168996810913
MBM,394004,Cambessedesia hilariana,-41.366667,-13
MBM*,395824,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
MBM*,40846,Cambessedesia hilariana,-49.4636001586914,-24.1128005981445
MBM*,40847,Cambessedesia hilariana,-49.4636001586914,-24.1128005981445
MBM,428748,Cambessedesia hilariana,-47.430833,-13.927833
MBM,429300,Cambessedesia hilariana,-44.727778,-22.188694
MBM*,44183,Cambessedesia hilariana,-48.625,-17.74169921875
MBM*,52270,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
MBM*,54955,Cambessedesia hilariana,-47.469722,-14.070556
MBM*,54962,Cambessedesia hilariana,-44.999698638916,-21.2453002929688
MBM*,56254,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
MBM*,74186,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
MBM*,81649,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
MBM*,84349,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
MBM*,84949,Cambessedesia hilariana,-39.371898651123,-17.8918991088867
MBM*,89499,Cambessedesia hilariana,-39.371898651123,-17.8918991088867
IPA,27942,Cambessedesia hilariana,-42.733333,-11.116667
HUEFS*,10065,Cambessedesia hilariana,-41.5588989257812,-12.5289001464844
HUEFS,103575,Cambessedesia hilariana,-41.024167,-11.688611
HUEFS,104748,Cambessedesia hilariana,-42.938333,-16.606944
HUEFS*,109862,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
HUEFS,114403,Cambessedesia hilariana,-41.202778,-11.585833
HUEFS,120967,Cambessedesia hilariana,-42.691111,-12.025278
HUEFS,168425,Cambessedesia hilariana,-41.383333,-12.566667
HUEFS*,169242,Cambessedesia hilariana,-41.3708000183105,-13.0052995681763
HUEFS,169393,Cambessedesia hilariana,-46.041667,-11.621667
HUEFS,171409,Cambessedesia hilariana,-47.871389,-15.950833
HUEFS,173857,Cambessedesia hilariana,-42.52,-14.885
HUEFS*,174614,Cambessedesia hilariana,-47.5099983215332,-14.1324996948242
HUEFS,180758,Cambessedesia hilariana,-39.308611,-17.744444
HUEFS*,185257,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
HUEFS*,185275,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
HUEFS,195785,Cambessedesia hilariana,-41.4275,-13.016667
HUEFS,200687,Cambessedesia hilariana,-41.4275,-13.016667
HUEFS*,209191,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
HUEFS*,209249,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
HUEFS,246482,Cambessedesia hilariana,-43.635556,-18.279444
HUEFS,246487,Cambessedesia hilariana,-42.555278,-14.554167
HUEFS,28320,Cambessedesia hilariana,-41.889722,-12.389444
HUEFS,36966,Cambessedesia hilariana,-41.216667,-10.35
HUEFS,40234,Cambessedesia hilariana,-42.716667,-11.1075
HUEFS,4209,Cambessedesia hilariana,-45.083333,-12.683333
HUEFS,45962,Cambessedesia hilariana,-45.5625,-11.109167
HUEFS,46662,Cambessedesia hilariana,-41.163333,-11.570556
HUEFS,49562,Cambessedesia hilariana,-41.9,-13.25
HUEFS*,52848,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
HUEFS,59075,Cambessedesia hilariana,-41.326944,-10.351944
HUEFS,62177,Cambessedesia hilariana,-41.001389,-11.627778
HUEFS,63260,Cambessedesia hilariana,-41.841111,-13.578889
HUEFS,65004,Cambessedesia hilariana,-41.006111,-11.616389
HUEFS,66048,Cambessedesia hilariana,-42.538333,-11.394167
HUEFS,79126,Cambessedesia hilariana,-45.439722,-11.881389
HUEFS,93029,Cambessedesia hilariana,-41.816667,-13.55
HUEFS,94185,Cambessedesia hilariana,-41.845,-13.463611
HUEFS,94611,Cambessedesia hilariana,-41.466667,-12.416667
INPA*,130173,Cambessedesia hilariana,-43.527778,-20.419444
INPA*,213071,Cambessedesia hilariana,-43.385000,-19.230833
HUEM,32976,Cambessedesia hilariana,-44.299639,-17.704306
HUEM,33077,Cambessedesia hilariana,-43.3383,-17.079
